soal;level_kognitif;kelas;pelajaran;kko
Teks lagu tersebut bertemakan ...........;C4;1;Bahasa Indonesia;Menemukan
Gambar tersebut memanfaatkan bahan yang berasal dari hawan yaitu ..........;C4;1;Seni Budaya;Menganalisis
Puisi di atas menceritakan tentang seorang ...........;C4;1;Bahasa Indonesia;Menemukan
Bernyanyi sambil melakukan gerakan dapat membuat kita merasa…;C4;1;Seni Budaya;Menanalisis
Lagu di bawah ini bercerita tentang apa?;C4;1;Seni Budaya;Menemukan
Gambar dibawah ini merupakan hasil karya yang menggunakan bahan alam ..;C4;1;Seni Budaya;Menanalisis
Jika kita ingin seluruh keluarga sehat, maka kita semua harus rajin : ..;C4;1;Olahraga;Menegaskan
Teman sedang kesulitan kita harus ….;C2;1;PPKN;Mengemukakan
Ketika Ibu memberi perintah kita harus segera …;C2;1;PPKN;Menegaskan
Perhatikan gambar berikut Anggota keluarga udin yang paling tinggi adalah….;C4;1;Matematika;Menanalisis
Berdasarkan gambar di bawah ini. Siapakah yang paling berat …;C4;1;Matematika;Menanalisis
Puisi di atas menceritakan tentang ...;C4;2;Bahasa Indonesia;Menelaah
Perhatikan gambar dibawah ini! Bahan yang di gunakan untuk kerajinan di atas adalah …;C4;2;Seni Budaya;Menanalisis
Apa yang harus kita lakukan agar lingkungan di sekitar kita tetap bersih?;C4;2;PPKN;Memecahkan
Lakukan pendinginan setelah berolahraga! Makna kalimat perintah tersebut yaitu ...;C4;2;Bahasa Indonesia;Menanalisis
Ale menangkis bola pingpong ke arah lawan. Bentuk bola pingpong sebelum dan sesudah ditangkis adalah ....;C4;2;IPA;Menanalisis
Cici dan Uni bermain mendorong bola seperti pada gambar tersebut. Latihan yang dilakukan Cici dan Uni bermanfaat untuk ....;C4;2;Olahraga;Menanalisis
Perhatikan gambar berikut. Bahan alam yang Digunakan untuk membuat kolase di atas ;C4;2;Seni Budaya;Menanalisis
Perhatikan gambar berikut. Bahan alam yang digunakan untuk membuat mozalt di atas adalah....;C4;2;Seni Budaya;Menanalisis
Perhatikan kulit buah salak dan apel. Apakah permukaan kedua benda tersebut sama? Jelaskan pendapatmu.;C4;2;IPA;Mengukur
Taman bermain ditanami pepohonan. Suasana taman bermain menjadi ....;C4;2;Bahasa Indonesia;Menanalisis
Pepohonan di sekitar jalan membuat lingkungan jalan tampak……..;C4;2;Bahasa Indonesia;Menanalisis
Pasar yang kotor membuat pedagang dan pembeli merasa tidak...........;C4;2;Bahasa Indonesia;Menanalisis
Amanat yang terkandung pada dongeng di atas adalah ........;C4;2;Bahasa Indonesia;Menelaah
Hal positif yang terdapat dalam paragraf di atas adalah ......;C4;2;Bahasa Indonesia;Menanalisis
Amanat yang terkandung dalam dongeng di atas adalah .......;C4;2;Bahasa Indonesia;Menelaah
Bila kita tidak bersatu, yang akan terjdi adalah .....;C4;2;PPKN;Menanalisis
Jika simpai dipindahkan lagi ke lemari, bagaimana bentuk dan ukuran simpai tersebut?;C4;2;IPA;Menanalisis
Mengapa kita harus hidup bersih dan sehat?;C4;2;PPKN;Menanalisis
Mengapa setiap rumah harus ada ventilasinya?;C4;2;Bahasa Indonesia;Menanalisis
Bagimana agar sinar matahari bisa masuk ke dalam rumah?;C4;2;IPA;Menanalisis
Kenapa kita harus membersihkan rumah dan lingkungan?;C4;2;PPKN;Menanalisis
Bagaimana jika rumah tidak dibersihkan dan tidak terawat dengan baik?;C4;2;PPKN;Menanalisis
Kenapa sampah, genangan air, dan kotoran harus dibuang? Jelaskan!;C4;2;PPKN;Menanalisis
Apa yang menyebabkan pasar menjadi kotor dan bau?;C4;2;IPA;Menanalisis
Apakah tumbuhan memerlukan makanan;C4;3;Bahasa Indonesia;Menanalisis
Bagaimana rasanya sebuah lagu jika hanya memiliki pola bunyi  panjang atau bunyi pendek saja?;C4;3;Seni Budaya;Menanalisis
Bagaimanakah penerapan kerja sama dalam kehidupan masyarakat desa?;C4;3;PPKN;Menanalisis
Mengapa kita perlu bekerja sama;C4;3;PPKN;Menanalisis
Jika iringan musik berirama cepat, maka gerakan kaki harus…;C4;3;Seni Budaya;Menanalisis
Sebagai anak Indonesia, kita harus bangga karena . . . .;C4;3;PPKN;Menanalisis
Mengapa kita harus mematuhi aturan di rumah?;C4;3;PPKN;Menanalisis
Jika kita tidak mematuhi aturan lalu lintas, maka . . . .;C4;3;PPKN;Menanalisis
Hal yang membuat layang – layang menarik seperti gambar disamping ialah….;C4;3;Seni Budaya;Menanalisis
Matahari terbit dari arah timur, saat kamu menghadap matahari terbit berarti kamu sedang menghadap timur dan punggungmu menghadap di barat. Lalu tangan kanan mu menghadap sebelah mana?;C4;3;IPA;Menanalisis
Untuk bisa dihargai orang lain maka sebelumnya kita harus ...?;C2;3;PPKN;Menanalisis
Kerjasama dapat berjalan dengan baik jika semua warga ....;C2;3;PPKN;Menanalisis
Teman-temanku datang. Mereka berpakaian bagus dan membawakan kado untukku. Aku sangat bahagia. Usiaku bertambah. Paragraf di atas menceritakan peristiwa:;C4;3;Bahasa Indonesia;Menelaah
Besi di tempat terbuka dapat berkarat akibat  ...;C4;3;IPA;Menanalisis
Apabila masyarakat mempunyai sikap bersatu, maka akan tercipta situasi …;C4;3;PPKN;Menanalisis
Salah satu akibat dari pemanasan global adalah ...;C4;3;IPA;Menanalisis
Mengapa lingkungan di sekitar kita harus dijaga kebersihannya?;C4;3;PPKN;Menanalisis
Pada kalimat di atas perlu menghilangkan beberapa kata sehingga menjadi kalimat yang efektif. Beberapa kata yang perlu dihilangkan pada kalimat tersebut ialah...;C4;3;Bahasa Indonesia;Menanalisis
Ibu membuat kue cucur sangat terlalu manis, sehingga tak enak dimakan. Kalimat tersebut akan menjadi efektif dihilangkan kata …;C4;3;Bahasa Indonesia;Menanalisis
Untuk menjaga kebersihan lingkungan yang kita lakukan adalah … .;C4;3;PPKN;Menanalisis
Apa masalah yang ada pada teks?;C4;3;Bahasa Indonesia;Menelaah
Amati teks di atas dan tuliskan masalah dan penyelesaiannya pada tabel berikut!;C4;3;Bahasa Indonesia;Memecahkan
Pekerjaan yang dilakukan dengan sangat profesional sekali akan membuahkan hasil yang begitu maksimal dan sangat bermanfaat bagi seluruh banyak manusia di sekitarnya. Pada kalimat di atas perlu menghilangkan beberapa kata sehingga menjadi kalimat yang efektif. Beberapa kata yang perlu dihilangkan pada kalimat tersebut ialah...;C4;3;Bahasa Indonesia;Menanalisis
Menurut kalian, mengapa tokoh aku berkata “Senyumnya seterang matahari”?;C4;3;Bahasa Indonesia;Menanalisis
Gagasan pokok paragraf tersebut Ditunjukkan nomor....;C4;4;Bahasa Indonesia;Menelaah
Bagaimana cara membedakan suara jauh dengan suara dekat dari sumber suara yang sama?;C4;4;IPA;Menanalisis
Pak Joko memanen tanaman jagungnya. Pak Joko mernanfaatkan energi matahari untuk mengeiingkan jagung sebelum dijual. Agar cepat kering, sebaiknya Pak Joko menjemur jagung di . . . .;C4;4;IPA;Menanalisis
Sebutkan tiga contoh akibat tidak seimbang dalam melaksanakan hak dan kewajiban atas energi listrik!;C4;4;IPA;Menanalisis
Mengapa kamu harus menyiapkan daftar pertanyaan sebelum melakukan wawancara?;C4;4;Bahasa Indonesia;Menanalisis
Bagaimana cara karya seni kolasemu dapat diapresiasi oleh teman-temanmu?;C4;4;Seni Budaya;Menanalisis
Hutan bakau dapat mencegah abrasi pantai karena....;C4;4;IPS;Menanalisis
Dampak pembalakan liar yang menyebabkan hutan gundul adalah . . . .;C4;4;IPS;Menanalisis
Perayaan beberapa agama yang ada di Indonesia dapat menimbulkan,,,;C4;4;PPKN;Menanalisis
Konsep yang terdapat pada Pembangunan masjid istiqlal dan gereja katedral secara berdekatan adalah…;C4;4;PPKN;Menanalisis
Ketika arus listrik mengalir melewati motor di dalam kipas angin, motor akan berputar dan menggerakkan bilah-bilah kipas angin, maka energi listrik dapat berubah menjadi…;C4;4;IPA;Menanalisis
Mengapa sikap toleransi sangat penting dalam keragaman bangsa Indonesia ? Apa manfaat dari adanya sikap toleransi?;C4;4;PPKN;Menanalisis
Sebutkan dua kutub yang terdapa pada magnet! Apa yang terjadi ketika dua magnet di dekatkan di kutub yang sama dan bagaimana ketika dua kutub di di dekatkan dengan kutub yang beberdeda?;C4;4;IPA;Menanalisis
Apa yang menyebabkan lampu senter dapat menyala?;C4;4;IPA;Menanalisis
Apa yang menyebabkan kipas angin dapat berputar?;C4;4;IPA;Menanalisis
Apa yang menyebabkan setrika menjadi panas?;C4;4;IPA;Menanalisis
Apa yang menyebabkan air dapat membeku di dalam lemari pendingin?;C4;4;IPA;Menanalisis
Sebuah benda ditarik dengan gaya magnet ke kiri dan ke kanan jika tarikan ke kiri lebih kuat daripada tarikan ke kanan, maka....;C4;4;IPA;Menanalisis
Berikut ini merupakan penyebab besarnya gaya gesek, kecuali....;C4;4;IPA;Menanalisis
Apakah yang kamu bayangkan ketika kamu membaca judul puisi tersebut?;C4;4;Bahasa Indonesia;Menelaah
Makna puisi bait pertama;C4;4;Bahasa Indonesia;Menelaah
Makna puisi bait kedua;C4;4;Bahasa Indonesia;Menelaah
Makna puisi bait keseluruhan;C4;4;Bahasa Indonesia;Menelaah
Apakah perjuangan Gajah Mada mempunyai pengaruh pada kehidupan bangsa Indonesia saat ini? Jelaskan dan berikan contoh!;C4;4;IPS;Menanalisis
Perhatikan gambar di bawah ini! Percobaan proses fotosistetis. Siswa kelas IV mengadakan percobaan dengan 2 tanaman. Tanaman pada pot A diletakkan di halaman dan tanaman pada pot B diletakkan di dalam lemari. Kedua tanaman tersebut setiap hari di siram. Setelah 2 minggu tanaman pot A tetap segar , namun tanaman di pot B layu.. Mengapa tanaman di pot B layu walaupun setiap hari di siram. ?;C4;4;IPA;Menanalisis
Mengapa sikap toleransi sangat penting dalam keragaman bangsa Indonesia ? Apa manfaat dari adanya sikap toleransi?;C4;4;PPKN;Menanalisis
Yogyakarta merupakan salah satu daerah yang mempunyai banyak tempat pariwisata. Banyak orang yang menghabiskan hari liburnya di Yogyakarta. Dengan demikian Usaha yang sangat cocok di lakukan di yogyakarta adalah..;C4;4;IPS;Menanalisis
Mengapa sikap toleransi sangat penting dalam keragaman bangsa Indonesia ? Apa manfaat dari adanya sikap toleransi?;C4;4;PPKN;Menanalisis
Desa Sukasenang merupakan desa yang mengalami berbagai kemajuan. Masyarakat desa tersebut hidup rukun satu sama lainnya. Mereka pun hidup tertib penuh  kedamaian. Jarang sekali terdengar perselisihan atau pertentangan diantara warga masyarakat desa tersebut. Setiap warga merasa senang hidup di desa Sukasenang. Berkaitan dengan cerita singkat tersebut, coba kalian jawab pertanyaan berikut. Menurut kalian apa yang menyebabkan Desa Sukasenang mengalami berbagai kemajuan?;C4;4;PPKN;Menanalisis
Mengapa kita harus mematuhi keputusan musyawarah?;C4;4;PPKN;Menanalisis
Apa sebab benda tersebut bisa mengeluarkan bunyi.......;C4;4;IPA;Menanalisis
Kenapa peluit ketika di tiup bisa mengeluarkan bunyi.....?;C4;4;IPA;Menanalisis
Kenapa gong harus digantung tali? misalnya di taruh di tanah bagaimana?;C4;4;IPA;Menanalisis
Mengapa penggunaan energi alternatif bertujuan mengurangi penggunaan energi dari fosil, seperti minyak bumi? Jelaskan!;C4;4;IPA;Menanalisis
Apa yang terjadi jika tanaman tidak disiram air dan diberikan pupuk?;C4;4;IPA;Menanalisis
Burung cendrawasih disebut juga sebagai burung surga. Burung yang menjadi maskot Papua ini memiliki warna bulu yang indah. Burung cendrawasih mati kawat adalah jenis yang menjadi identitas provinsi Papua. Keberadaan burung cendrawasih kian lama kian terancam. Apakah penyebab dari terancamannya kepunahan burung cendrawasih?;C4;4;IPS;Menanalisis
Keanekaragaman hewan di Indonesia sangat banyak, mulai dari hewan yang habitatnya berada di dataran rendah, dataran tinggi, kawasan pantai. Misalnya kupu-kupu yang hidupnya berada di dataran tinggi dan dataran rendah. Kewajiban kita sebagai sesama makhluk hidup untuk menjaga kelestarian hewan dengan cara tidak merusak habitat hewan tersebut, misalnya tidak merusak hutan. Apa dampak bagi hewan dan lingkungan sekitar jika kita melaksanakan kewajiban terhadap hewan?;C4;4;IPS;Menanalisis
Ketika pergi ke pasar tradisonal sering sekali menemukan tumpukan sampah. Salah satu penyebab penumpukan sampah yaitu karena kurangnya rasa peduli terhadap lingkungan dan kurangnya sarana untuk pengolahan sampah dipasar. Apa yang akan disebabkan dengan menumpuknya sampah dipasar tersebut?;C4;4;IPS;Menanalisis
Apa akibatnya jika kita tidak bisa jujur;C4;4;PPKN;Menanalisis
Bagimana kondisi hutan jika terjadi penebangan terus-menerus?;C4;4;IPS;Menanalisis
Mengapa kita sebagai bangsa dan negara lndonesia harus menjaga keutuhan dan  kesatuan?;C4;5;PPKN;Menanalisis
Mengapa pencemaran sangat berbahaya bagi kesehatan manusia? Jawaban tepat atas pertanyaan tersebut adalah . . .;C4;5;Bahasa Indonesia;Menanalisis
Kegiatan produksi berperan dalam memproduksi barang. Kegiatan produksi    dapat meningkatkan kesejahteraaan masyarakat karena . . . .;C4;5;IPS;Menanalisis
Sebagai makhluk sosial manusia harus dapat menaati norma yang berlaku dalam masyarakat. Dampak dari taat -pada norma adalah masyarakat . . . .;C4;5;IPS;Menanalisis
Apa yang terjadi jika paru-paru mengalami kanker?;C4;5;IPA;Menanalisis
Apa akibatnya kalau jarang berolah raga?;C4;5;Olahraga;Menanalisis
Apa saja pengaruh kondisi geografis indonesia sebagai negara maritim terhadap kehidupan ekonomi masyarakat!;C4;5;IPS;Menanalisis
Apa yang akan terjadi jika orang melakukan gerakan-gerakan atau sikap-sikap seperti pada gambar berikut?;C4;5;PPKN;Menanalisis
Penyebab aliran panas berhenti pada sebuah bahan isolator adalah..;C4;5;IPA;Menanalisis
Produsen memiliki tingkatan paling rendah. Maka …;C4;5;IPS;Menanalisis
Perhatikan pernyataan berikut ini! 1. Terjadi perburuan elang untuk diperjual belikan 2. Tidak membunuh atau menangkap hewan sembarangan 3. Menanam kembali tanaman 4. Berburu burung dengan senapan menjadi hobi dan olahraga Penyebab Ketidak seimbangan Ekosistem terjadi karena ...;C4;5;IPA;Menanalisis
seorang penyelam profesional berkebangsaan Perancis bernama Stephane Mifsud mampu menahan napas selama 11 menit 35 detik dan berhasil memecahkan rekor menahan napas terlama. Menurut kalian apa yang akan terjadi apabila ia terus menahan napas hingga lebih dari 11 menit 35 detik?;C4;5;IPA;Menanalisis
Pada tanggal 14 September 2019 lalu, beberapa wilayah hutan di Indonesia mengalami kebakaran hutan dan menyebabkan polusi udara serius. Asap yang dihasilkan dari kebakaran hutan di wilayah Riau membuat beberapa wilayah di Singapura terkena dampaknya. Ratusan orang di Singapura harus menjalani perawatan di rumah sakit akibat terlalu banyak menghirup gas yang beracun. Menurut kalian kira-kira penyakit apa yang mungkin terjadi apabila seseorang terlalu banyak menghirup asap hasil kebakaran hutan?;C4;5;IPA;Menanalisis
Kita makan dan minum untuk memenuhi kebutuhan energi sehingga kita dapat melakukan berbagai macam aktivitas. Menurut kalian apa yang akan terjadi apabila usus mengalami infeksi dan tidak dapat menyerap makanan dengan baik?;C4;5;IPA;Menanalisis
Manakah SDA yang paling banyak dipakai dalam kehidupan sehari-hari di sekitar kalian, SDA yang bisa diperbarui atau tidak bisa diperbarui? Apa dampak dari hal ini?;C4;5;IPS;Menanalisis
Menurut kalian adakah kemungkinan warisan budaya daerah kalian rusak atau hilang? Lalu, bagaimana caranya agar warisan budaya tersebut tidak rusak atau hilang?;C4;5;IPS;Menanalisis
Mengapa Indonesia termasuk negara yang rawan bencana alam terutama gempa Bumi?;C4;5;IPS;Menanalisis
Apa yang terjadi jika tidak ada sikap saling menghargai dalam keragaman ekonomi?;C4;6;PPKN;Menanalisis
Tuliskan akibat-akibat keragaman ekonomi Negara-negara ASEAN !;C4;6;IPS;Menanalisis
Adapun dalam permainan bola voli, servis (service) adalah pukulan awal dari luar lapangan untuk memulai rally dalam pertandingan. Ada empat jenis servis yang bias dilakukan. Bila pemain ingin menukikkan bola dari atas ke bawah, maka pemain tersebut menggunakan service . .;C4;6;Olahraga;Menanalisis
Pembangunan yang timpang dan tidak merata dapat menimbulkan …..;C4;6;IPS;Menanalisis
Sebutkanlah 3 dampak yang terjadi di sekolah apabila warga sekolah tidak memiliki semangat persatuan dan kesatuan!;C4;6;PPKN;Menanalisis
Berawal dari manakah kesadaran remaja akan lingkungan biasanya diawali?;C4;6;IPA;Menanalisis
Akibat apa yang akan timbul ketika kelenjar minyak dan kelenjar keringat telah aktif?;C4;6;IPA;Menanalisis
Apa akibat dari tidak melaksanakan kewajiban dengan baik  untuk menjaga aliran sungai tetap bersih?;C4;6;IPA;Menanalisis
Apa yang dapat dilakukan supaya hak masyarakat terpenuhi?;C4;6;IPS;Menanalisis
Apa yang akan terjadi jika tidak adanya persatuan dan kesatuan didalam keluarga?;C4;6;PPKN;Menanalisis
Mengapa bintang memiliki warna yang berbeda-beda?;C4;6;IPA;Menanalisis
Apa yang akan terjadi jika tidak adanya perkembangan transportasi?;C4;6;IPS;Menanalisis
Mengapa harus mengadakan musyawarah?;C4;6;IPS;Menanalisis
Mengapa kita perlu sikap bekerja keras dalam kehidupan?;C4;6;PPKN;Menanalisis
Penggunaan bahan peledak untuk menangkap ikan harus segera dihentikan, karena mengakibatkan … .;C4;6;IPS;Menanalisis
Penggunaan pupuk sangat menguntungkan petani karena dapat meningkatkan hasil pertanian. Namun, penggunaan pupuk yang berlebihan dapat mengganggu keseimbangan lingkungan karena dapat mengakibatkan ... .;C4;6;IPS;Menanalisis
Badak bercula satu merupakan hewan yang dilindungi di daerah Ujung Kulon, Banten. Badak bercula satu ini jumlah dan keberadaannya hanya tinggal sedikit.  Apabila hewan tersebut diburu secara berlebihan akan mengakibatkan ... .;C4;6;IPS;Menanalisis
Perhatikan bayangan yang terbentuk pada pohon cemara berikut ini! Gambar bayangan pohon cemara yang tepat saat posisi matahari berpindah adalah  … .;C4;6;IPA;Menanalisis
Di suatu ekosistem terdapat rantai makanan berikut ! Jelaskan perubahan yang terjadi pada ekosistem tersebut jika burung prenjak punah!;C4;6;IPS;Menanalisis
Gambar A menunjukkan kondisi kabel listrik pada siang hari dan gambar B menunjukkan kondisi kabel listrik pada malam hari. Mengapa kondisi kabel pada siang hari dan malam hari berbeda? Jelaskan!;C4;6;IPA;Menanalisis
Perhatikan rangkaian listrik berikut! Jika saklar 1 (S1) dihubungkan dan saklar 2 (S2) dilepas, maka lampu mana sajakah yang akan menyala dan padam? Jelaskan!;C4;6;IPA;Menanalisis
Perhatikan gambar! Penyebab dari kejadian di samping adalah ….;C4;6;Olahraga;Menanalisis
Andi pergi berkemah selama 3 hari, tetapi andi hanya membawa 1 pakaian dalam. Jika dalam 3 hari Andi hanya menggunakan 1 celana dalam apa yang akan terjadi pada alat reproduksi Andi ….;C4;6;IPA;Menanalisis
Apakah ada batasan dari gerakan yang bisa dilakukan tubuh kalian? Mengapa?;C4;6;IPA;Menanalisis
Mengapa tubuh kita dapat merespon bahaya dengan cepat?;C4;6;IPA;Menanalisis
Ali, Adi, Bayu, dan Kaka bermain kucing-kucingan. Mereka semua laki-laki. Siti, Ayu, Eca, dan Wati bermain bola bekel. Mereka semua perempuan. Kesimpulan yang dapat diambil dari kalimat diatas adalah ..............;C4;2;Bahasa Indonesia;Menanalisis
Pesan apa yang terdapat pada penggalan dongeng tersebut;C4;3;Bahasa Indonesia;Menelaah
Inti dari percakapan Putri dan Dina adalah ….;C4;3;Bahasa Indonesia;Menelaah
Kertas setiap hari kita jumpai, disekolah ataupun dirumah. Pada saat ini banyak sekali ajakan-ajakan untuk menghemat kertas, dan mendaur ulang kertas-kertas bekas. Tahukah kalian kenapa harus menghemat kertas? Jelaskan!;C4;4;IPA;Menanalisis
